"path.to.input","meanenergy","swarming","winddirection","generations","windspeed","nhost","nshould","nright","e"
"input/C/",9.4,33,192.7,1,0.7,416,697,303,83.66
"input/C/",10.7,16,66,1,4.8,438,697,326,74.08
"input/C/",6,55,129.4,2,4,937,697,528,54.73
"input/C/",9.5,27,235.6,1,4,422,697,315,77.62
"input/C/",12.9,33,313.3,2,2.6,1209,697,519,83.62
"input/C/",12.2,26,266.2,2,3.8,1410,697,516,104.17
"input/C/",9.7,31,279.5,2,2.7,1330,697,443,128.78
"input/C/",12.2,10,154,1,3,453,697,298,92.95
"input/C/",6.6,10,13.7,1,2.6,434,697,323,75.08
"input/C/",11.4,11,342.3,2,3.5,1821,697,577,118.2
"input/C/",8.5,38,311.2,1,3.1,390,697,279,94.8
"input/C/",13.7,54,202,2,1.5,615,697,292,124.66
"input/C/",9,12,121.7,2,2.6,1599,697,604,90.07
"input/C/",11.7,13,351,1,2.6,466,697,320,81.72
"input/C/",11.2,29,296.6,2,4.7,1408,697,517,103.58
"input/C/",7.2,13,127.1,2,0.5,1436,697,592,80.15
"input/C/",7.2,51,11.1,1,1.7,377,697,294,82.65
"input/C/",12.8,54,340.1,1,2.2,318,697,216,134.95
"input/C/",10.3,23,343.9,1,3.6,428,697,301,86.88
"input/C/",11.9,37,294.1,2,0.4,1262,697,506,93.58
"input/C/",12.1,38,42.9,2,3.4,1137,697,546,67.95
"input/C/",12.5,36,276.7,2,2.4,1167,697,482,93.36
"input/C/",9.4,22,274.1,2,0.3,1431,697,483,120.29
"input/C/",13.9,22,210.7,2,5.1,1237,697,521,85.6
"input/C/",8.7,48,92,1,1.5,376,697,307,74.76
"input/C/",13.1,34,109,1,3.5,333,697,243,111.93
"input/C/",10.2,47,164.5,2,0.4,1149,697,534,72.85
"input/C/",12.7,53,45.6,2,0.9,861,697,464,67.89
"input/C/",6.4,12,93.4,1,4,427,697,315,78.41
"input/C/",13.2,55,182.4,2,3.2,708,697,327,114.83
"input/C/",11,16,253.3,2,1.1,1543,697,469,138.81
"input/C/",9,42,104.8,2,5.5,1141,697,585,57.09
"input/C/",12.8,18,300.8,1,3.3,434,697,279,102.69
"input/C/",8.8,48,332.2,2,4.3,1192,697,549,72.04
"input/C/",12,27,168.6,1,4.8,411,697,284,95.07
"input/C/",8.1,47,146.9,2,4.3,1134,697,549,66.76
"input/C/",10.1,25,222.4,1,4.5,424,697,311,80.23
"input/C/",8.4,13,72.7,1,2,426,697,328,71.19
"input/C/",7.9,21,239.7,2,1.8,1385,697,403,158.31
"input/C/",13.7,40,270.7,2,2.5,877,697,373,110.99
"input/C/",13.3,20,220.2,1,5.3,393,697,215,153.49
"input/C/",8.5,17,56.6,2,5.3,1474,697,621,74.8
"input/C/",8.7,47,174.4,2,2.5,1078,697,481,84.51
"input/C/",13.9,7,67.8,2,0.6,1576,697,612,85.7
"input/C/",6.1,7,300.4,2,3,1622,697,564,105.59
"input/C/",10.7,17,69.7,1,1.4,423,697,330,69.7
"input/C/",13,53,6.9,2,4.6,799,697,355,110.7
"input/C/",7.2,14,239.5,2,4.7,1469,697,423,156.03
"input/C/",6.4,48,20.4,2,4,1132,697,560,63.3
"input/C/",7.8,8,57.4,1,2.9,440,697,332,71.23
"input/C/",7,49,336.9,2,3.2,1145,697,533,72.8
"input/C/",9.2,14,79.7,2,1.3,1490,697,630,73.57
"input/C/",13.5,50,94.6,2,0.2,730,697,395,80.63
"input/C/",11.3,42,98.5,1,5.4,368,697,288,84.9
"input/C/",7.1,52,37.4,2,0.5,1075,697,532,66.54
"input/C/",7.4,13,106.8,2,3.2,1469,697,599,80.8
"input/C/",11.3,17,266.5,2,2.4,1577,697,512,122.07
"input/C/",10.1,36,262.4,1,4.4,406,697,258,113.76
"input/C/",12.8,30,231,2,0,1099,697,391,129.67
"input/C/",13.4,44,88.5,1,3,279,697,206,136.89
"input/C/",10.2,7,196.9,1,0.3,477,697,339,73.16
"input/C/",10.8,22,139.8,1,2.1,416,697,301,84.88
"input/C/",13.6,47,161,2,2.3,788,697,400,85.62
"input/C/",12.2,39,333,2,0.9,1240,697,535,81.03
"input/C/",12.7,13,312.8,1,3.6,465,697,302,92.38
"input/C/",12.4,47,280.9,1,3.1,347,697,236,121.19
"input/C/",12.6,16,311.6,2,1.6,1609,697,481,139.71
"input/C/",9.6,43,45.5,2,1.8,1245,697,587,65.42
"input/C/",8.6,26,50.1,2,3.3,1391,697,604,72.85
"input/C/",8.9,11,291.6,2,0.4,1617,697,512,125.98
"input/C/",11.9,49,195.7,1,2,356,697,249,111.45
"input/C/",8.8,37,197.2,2,5.1,1243,697,543,78.64
"input/C/",13.6,53,99.1,2,2.3,612,697,366,78.83
"input/C/",12.2,30,296.9,2,2.2,1334,697,561,81.02
"input/C/",10.7,17,67.6,2,2.5,1532,697,620,79.76
"input/C/",9.8,23,257.2,1,2.5,422,697,294,90.31
"input/C/",8.4,43,50.4,1,1.3,388,697,305,77.87
"input/C/",6.8,18,291.7,2,3.6,1395,697,526,98.86
"input/C/",11.4,45,273.3,2,5.5,1156,697,523,77.15
"input/C/",12,26,338.2,1,2.6,416,697,293,89.93
"input/C/",7.4,42,220,1,1.8,391,697,263,106.84
"input/C/",9.6,19,311.4,2,1.4,1513,697,549,101.28
"input/C/",9.2,37,346.6,2,4.2,1335,697,569,78.56
"input/C/",13.3,26,220.4,2,3.5,1190,697,451,109.2
"input/C/",12.9,36,10.2,1,1.3,360,697,244,116.6
"input/C/",6.4,42,224.2,2,4.7,1103,697,498,80.72
"input/C/",11.5,54,75.9,2,0.4,1033,697,536,61.38
"input/C/",10.5,54,96,2,0.5,1121,697,561,62.03
"input/C/",6.9,40,102.4,2,2.3,1097,697,573,56.54
"input/C/",11.3,14,329,1,0.4,464,697,321,80.84
"input/C/",9.8,33,182.2,2,4.6,1317,697,569,76.98
"input/C/",12.7,19,236,1,4.5,413,697,231,140.26
"input/C/",6.3,7,94.4,2,1.4,1453,697,627,71.45
"input/C/",10.2,36,28,2,5,1351,697,579,76.86
"input/C/",10.2,10,69.4,1,4.8,461,697,335,72.84
"input/C/",12.7,29,66,2,1.3,1221,697,568,68.84
"input/C/",11.6,55,344,2,3.7,1054,697,526,66.44
"input/C/",9.4,21,244,1,4.5,432,697,281,100.89
"input/C/",8.3,21,74.2,2,5.4,1400,697,616,70.21
"input/C/",13.2,52,333.1,2,3.5,809,697,325,131.69
"input/C/",11.7,20,140,1,0.7,407,697,289,91
"input/C/",11.4,40,44,2,2.4,1234,697,572,68.79
"input/C/",8.5,17,211.9,1,4.2,434,697,318,77.83
"input/C/",11.9,49,349.2,1,3.5,351,697,251,108.76
"input/C/",12.6,40,270.9,1,3.2,345,697,223,133.63
"input/C/",12.4,56,295.1,1,2.8,310,697,205,145.61
"input/C/",13.4,42,315.6,2,2.1,952,697,354,132.91
"input/C/",10.7,9,293.8,2,4.3,1759,697,538,128.25
"input/C/",11.8,11,270.9,1,2.8,458,697,283,104.06
"input/C/",6.9,32,19.1,1,5.4,402,697,310,77.26
"input/C/",6.6,17,50.6,1,3,414,697,318,74.69
"input/C/",9.5,23,43.5,2,5.4,1457,697,611,76.27
"input/C/",11.9,48,150.9,2,5.4,989,697,483,74.53
"input/C/",13.8,19,230.9,2,4.3,1136,697,354,158.9
"input/C/",12.3,20,161.9,1,5.3,416,697,278,100.18
"input/C/",8.8,10,36.7,2,3,1648,697,623,88.2
"input/C/",13.8,49,122,1,3.5,278,697,195,150
"input/C/",8.7,11,95.5,2,3.9,1549,697,612,83.5
"input/C/",12.7,55,139.4,2,5.3,691,697,338,105.33
"input/C/",11.7,15,328.6,2,4.6,1706,697,504,138.39
"input/C/",10.6,9,345.5,2,2.7,1818,697,602,108.89
"input/C/",13.5,21,114.6,1,5.1,354,697,261,101.34
"input/C/",8.1,35,321.9,2,2.8,1301,697,464,115.3
"input/C/",8.7,10,127.1,2,0.3,1270,697,589,66.98
"input/C/",7.3,27,268.2,1,2.4,400,697,272,101.65
"input/C/",8.2,15,301.4,2,4.6,1487,697,462,136.36
"input/C/",11.7,22,123.3,2,4.9,1416,697,603,75.21
"input/C/",11.5,42,352.4,2,3.7,1244,697,538,80.39
"input/C/",13.1,22,313.1,2,4.2,1422,697,549,92.99
"input/C/",7.3,20,100.7,1,5.5,410,697,322,71.89
"input/C/",7.5,40,79.6,2,3.1,1157,697,584,58.73
"input/C/",9.3,44,329.3,1,0.8,390,697,270,101.3
"input/C/",11.3,22,50.4,2,3.9,1502,697,616,78.49
"input/C/",9.1,38,11.3,1,3.5,398,697,302,81.29
"input/C/",12.5,29,177.8,2,3.6,1169,697,489,90.8
"input/C/",7.6,38,254.9,1,2.6,387,697,276,96.38
"input/C/",13.9,54,295.6,2,1.2,633,697,305,118.03
"input/C/",6.9,23,47.5,2,5.4,1366,697,594,73.65
"input/C/",9.9,51,298.3,1,5,379,697,268,100.75
"input/C/",9,27,126.3,1,1.2,405,697,308,78.9
"input/C/",10.9,48,140.7,2,2.2,1025,697,511,68.49
"input/C/",11.7,42,212,2,0.5,1091,697,448,99.55
"input/C/",12.8,48,208.3,2,1.4,891,697,443,79.23
"input/C/",7.1,46,300,2,3.5,1129,697,452,101.99
"input/C/",11.4,7,169.1,2,2.3,1938,697,627,110.13
"input/C/",12.5,49,179.3,2,3.2,890,697,396,100.38
"input/C/",12.3,30,92,2,4.9,1288,697,585,69.66
"input/C/",8.5,51,305.4,2,0.3,1153,697,506,82.81
"input/C/",11.3,55,85,2,2.8,1052,697,549,59.29
"input/C/",7.6,10,42.6,2,4.4,1554,697,592,90.12
"input/C/",10.6,51,144.7,1,2.3,358,697,267,97.57
"input/C/",10.7,42,47.8,1,0.9,383,697,289,86.85
"input/C/",10.2,46,284.9,2,1.7,1215,697,515,85.63
"input/C/",9.5,29,104.8,1,2.7,405,697,321,71.65
"input/C/",9.7,40,11.4,1,2.7,396,697,299,82.78
"input/C/",9,17,198.5,2,3.5,1284,697,386,156.61
"input/C/",10.2,28,121,1,1.3,410,697,312,77.4
"input/C/",7.1,20,45.3,2,4.5,1396,697,601,74.13
"input/C/",13.3,36,117.5,1,2,335,697,232,122.41
"input/C/",8.4,48,44.2,2,5.4,1179,697,572,63.99
"input/C/",10.7,27,89,1,3.5,419,697,306,82.35
"input/C/",13.2,12,61.2,1,2.6,460,697,310,86.61
"input/D/",6.6,24,132.8,2,2.2,980,133,121,359.92
"input/D/",8.3,54,157,2,1.6,826,133,121,296.28
"input/D/",6.7,20,102.9,2,3.6,1079,133,121,400.83
"input/D/",13.6,12,67.5,1,1.2,359,133,95,158.95
"input/D/",6.8,20,145.5,1,0.1,324,133,93,145.7
"input/D/",13.9,52,261.1,1,2.3,172,133,28,444.64
"input/D/",10.7,47,144.2,1,2.8,295,133,89,140.45
"input/D/",7,26,19.4,2,5.1,1015,133,121,374.38
"input/D/",8,37,133.9,1,2,304,133,91,140.11
"input/D/",7,53,277.8,2,1.3,797,133,98,374.49
"input/D/",10.4,25,136.5,2,3.3,1032,133,121,381.4
"input/D/",12.4,43,224.4,1,2.4,268,133,59,239.83
"input/D/",7.3,14,15.2,2,3.1,1140,133,121,426.03
"input/D/",12,30,315.9,2,2,933,133,121,340.5
"input/D/",12.5,45,283.7,2,1.7,670,133,97,313.92
"input/D/",7.7,16,247.3,1,5.1,328,133,82,181.1
"input/D/",7.1,36,70.3,1,2.9,309,133,94,135.11
"input/D/",12.5,9,18.4,1,3.3,386,133,92,182.07
"input/D/",6.9,16,119.3,2,4.7,1116,133,121,416.12
"input/D/",11.4,14,253.1,1,1.5,348,133,11,2086.36
"input/D/",10.3,25,209.6,1,2.8,304,133,32,582.81
"input/D/",10.8,10,270.5,1,1.7,362,133,71,248.59
"input/D/",7.5,34,36.3,2,0.5,991,133,121,364.46
"input/D/",8,53,13.6,1,1.7,295,133,88,143.18
"input/D/",12.4,38,297.4,2,2,732,133,97,345.88
"input/D/",7.4,7,283.6,1,0.3,350,133,43,461.63
"input/D/",12.1,18,243.2,2,4.1,1167,133,121,437.19
"input/D/",9,37,26,2,5.3,978,133,121,359.09
"input/D/",9.8,50,310.6,1,2.4,264,133,50,297
"input/D/",6.8,56,206.6,2,0.4,785,133,121,279.34
"input/D/",12.5,17,107.9,2,4.7,1173,133,121,439.67
"input/D/",12.1,25,243.6,1,2.1,302,133,66,229.55
"input/D/",12,18,296.3,1,0.6,314,133,64,249.22
"input/D/",7.5,50,255.4,1,4.2,293,133,85,150.59
"input/D/",6.4,7,316.2,2,4.2,1169,133,112,481.25
"input/D/",8.4,39,228.6,2,0.9,939,133,121,342.98
"input/D/",8.1,27,320.6,1,4.4,308,133,79,179.11
"input/D/",11.1,52,97.3,1,4,276,133,90,127.22
"input/D/",13.4,43,10.9,2,0.3,436,133,110,158.64
"input/D/",12.8,52,39.8,2,0,483,133,119,158.82
"input/D/",10,25,219,2,0.9,1023,133,94,514.89
"input/D/",7.3,36,350.2,2,3.4,973,133,99,458.59
"input/D/",14,55,358.8,1,3.8,154,133,38,277.63
"input/D/",13.4,54,76.9,2,4.4,471,133,118,155.93
"input/D/",11.2,18,141.5,1,0.2,336,133,96,144.27
"input/D/",7.5,39,31,1,2.2,305,133,89,146.07
"input/D/",7.4,46,335.9,1,4.7,292,133,66,221.97
"input/D/",10.1,46,324.4,2,5.3,870,133,121,314.46
"input/D/",7.6,44,197.3,2,4.4,892,133,121,323.55
"input/D/",13.6,28,144.7,2,5,866,133,121,312.81
"input/D/",10.4,38,17.5,2,4,892,133,118,334.32
"input/D/",7.3,25,224,1,4.5,321,133,91,149.45
"input/D/",9,16,78.4,2,5.4,1156,133,121,432.64
"input/D/",8.9,55,314.2,1,1.7,266,133,52,283.65
"input/D/",8.3,55,71.6,1,5.2,289,133,104,102.88
"input/D/",6.5,15,136.3,2,3.5,1111,133,121,414.05
"input/D/",10,39,151.6,2,1.9,955,133,121,349.59
"input/D/",8.1,25,192.1,1,1.8,301,133,50,334
"input/D/",6.8,46,134.5,2,4,877,133,121,317.36
"input/D/",8.5,52,139.4,1,4.8,299,133,90,140
"input/D/",10.2,23,166,2,2.5,1023,133,107,440.19
"input/D/",13.8,46,353.4,2,2.3,332,133,72,222.92
"input/D/",8.1,29,81.7,1,2.3,318,133,107,110.75
"input/D/",6.7,35,291.3,2,4.1,901,133,59,776.27
"input/D/",13.5,17,254.4,2,4.5,1067,133,120,400
"input/D/",8.5,25,183.7,1,1.8,311,133,66,236.36
"input/D/",11,38,66.6,1,4.2,289,133,95,122.11
"input/D/",11.5,53,59.7,2,3.1,742,133,121,261.57
"input/D/",13.5,41,85.9,1,4.2,214,133,58,199.14
"input/D/",12.8,45,224.8,2,2.7,684,133,55,642.73
"input/D/",10.9,51,241.2,2,1.5,824,133,119,302.1
"input/D/",10.2,55,354,1,3.1,262,133,75,163.33
"input/D/",13.3,14,254,1,2.5,330,133,15,1443.33
"input/D/",7.2,55,5.2,2,4.7,869,133,118,324.58
"input/D/",13.2,33,182.9,1,2.4,252,133,59,226.27
"input/D/",13.8,13,87.7,1,0.1,334,133,89,162.36
"input/D/",12.6,54,169.3,1,4.5,247,133,74,156.76
"input/D/",8.4,37,238.2,1,0.8,288,133,48,338.54
"input/D/",10.3,47,140.1,1,3.2,297,133,89,141.57
"input/D/",7.2,44,116.2,2,1.9,868,133,121,313.64
"input/D/",8.6,11,159,2,0.5,1179,133,121,442.15
"input/D/",6.5,9,272.8,2,0.6,1193,133,51,1200
"input/D/",10.7,24,59.7,1,2.9,323,133,95,140
"input/D/",6.2,28,179.8,2,0.4,974,133,121,357.44
"input/D/",7.2,38,248.1,1,1.8,285,133,30,596.67
"input/D/",13.9,18,136,2,0.3,1007,133,121,371.07
"input/D/",11.9,20,271.4,1,0.4,321,133,90,152.22
"input/D/",12,35,322.3,1,5.1,248,133,46,314.13
"input/D/",9.1,25,28.5,2,1.5,1068,133,121,396.28
"input/D/",6.3,30,212.3,2,3.6,880,133,114,344.3
"input/D/",11.2,42,275.6,2,0.3,848,133,17,2785.29
"input/D/",8.2,33,265.5,2,4.4,987,133,121,362.81
"input/D/",11.5,31,204.4,1,0.1,295,133,50,328
"input/D/",12.7,19,339.8,2,0.8,1000,133,121,368.18
"input/D/",8.8,55,275.2,2,2.6,858,133,121,309.5
"input/D/",8.8,28,190.6,1,0.7,316,133,91,146.7
"input/D/",12.4,35,287.9,1,0.5,251,133,29,562.07
"input/D/",6,19,96.1,2,4.6,1056,133,121,391.32
"input/D/",12.6,27,221.6,2,1.8,966,133,121,354.13
"input/D/",10.8,35,344.4,2,2.2,914,133,121,332.64
"input/D/",10,7,295.4,2,1.7,1362,133,121,517.77
"input/D/",10.1,35,283.1,2,0.7,920,133,41,1184.15
"input/D/",10,51,76.1,2,1.9,863,133,121,311.57
"input/D/",13.1,15,307.4,1,3.6,321,133,65,249.23
"input/D/",8.1,30,286,1,3.8,307,133,32,587.5
"input/D/",10.2,43,35.4,2,5.2,911,133,121,331.4
"input/D/",6.6,23,99.9,2,4,1054,133,121,390.5
"input/D/",6.8,15,225.3,2,3.3,1099,133,121,409.09
"input/D/",13.7,13,134.5,1,3.7,372,133,86,193.6
"input/D/",7.4,32,305.9,2,4.5,953,133,121,348.76
"input/D/",8.9,23,252.5,2,1.3,1062,133,121,393.8
"input/D/",7.4,21,259,2,4.1,1060,133,121,392.98
"input/D/",11.8,10,329.4,1,2.4,337,133,57,312.28
"input/D/",10.2,54,51.8,1,2.2,273,133,97,109.28
"input/D/",12.2,17,217.3,1,1.5,328,133,22,947.73
"input/D/",13.6,45,161.2,1,4.7,219,133,75,134.67
"input/D/",13.1,47,251.5,1,2,229,133,65,178.46
"input/D/",12.8,47,217.6,2,1.1,658,133,49,707.14
"input/D/",9.1,39,203,2,3.1,932,133,121,340.08
"input/D/",6.4,37,163,1,1.9,298,133,85,153.53
"input/D/",8.4,19,104.4,1,5.2,327,133,99,132.32
"input/D/",9.5,46,221.5,1,1.2,270,133,26,675
"input/D/",11.2,25,115.3,1,2.6,319,133,96,135.42
"input/D/",12.5,54,314.7,2,2.3,580,133,117,204.7
"input/D/",6.1,35,140,2,4.7,901,133,121,327.27
"input/D/",13.1,17,243.7,1,3.2,315,133,9,2388.89
"input/D/",11.5,39,251.4,1,1.2,272,133,44,360.23
"input/D/",11.5,21,348.5,2,5.3,1048,133,121,388.02
"input/D/",8.2,17,325,2,2.7,1083,133,89,583.15
"input/D/",10.7,35,95.6,1,0.1,306,133,94,133.51
"input/D/",7.3,46,72.3,2,4.7,892,133,121,323.55
"input/D/",10.1,52,225.7,2,3.5,811,133,100,372
"input/D/",12.5,16,118.2,1,1.9,356,133,96,154.69
"input/D/",11.8,19,116.7,1,2.6,336,133,93,152.15
"input/D/",13.6,34,244,1,2.7,231,133,29,527.59
"input/D/",13.8,10,256.6,1,4,372,133,54,367.59
"input/D/",12.7,17,128.8,1,4.6,349,133,94,156.38
"input/D/",12.2,18,68.5,1,2,325,133,104,120.19
"input/D/",6.1,17,160.7,1,3.4,326,133,89,157.87
"input/D/",6.1,44,308.5,2,1.4,862,133,114,336.4
"input/D/",6.4,12,23,1,2.1,342,133,89,166.85
"input/D/",13.2,50,2,1,2,185,133,58,174.14
"input/D/",12.9,55,293.8,2,4.2,551,133,99,245.45
"input/D/",11.2,23,24.9,1,3.6,296,133,89,141.01
"input/D/",7.2,22,259.1,2,3.9,1003,133,76,647.37
"input/D/",8,53,355.2,1,4.5,288,133,76,176.97
"input/D/",8.4,16,315.5,1,0.2,325,133,78,193.59
"input/D/",10.5,27,200.5,1,2,296,133,37,479.73
"input/D/",12.2,46,30.7,1,4.8,242,133,85,120.59
"input/D/",12.4,15,195.1,1,5.1,341,133,55,330.91
"input/D/",13,40,91.8,2,1.6,712,133,121,249.17
"input/D/",6.3,12,153.3,1,4.1,342,133,94,152.66
"input/D/",10.8,9,168.5,2,2.8,1384,133,121,526.86
"input/D/",12.2,53,300.6,2,3.3,542,133,26,1198.08
"input/D/",10.8,45,216.6,1,4.5,284,133,86,142.44
"input/D/",12.5,51,132.3,2,0.1,691,133,121,240.5
"input/D/",12.3,36,215.8,2,1.7,870,133,111,351.8
"input/D/",8.9,21,48.1,1,5,321,133,100,127
"input/D/",11.5,28,177,2,2.7,955,133,97,460.82
"input/D/",8.1,26,15.1,1,3.3,320,133,86,163.37
"input/D/",7,54,356.1,1,1.2,283,133,74,181.08
"input/D/",8.4,20,226.2,2,3.7,1064,133,121,394.63
"input/D/",12,10,14.6,1,0.2,362,133,91,171.98
"input/D/",13.2,27,259.2,2,0.4,838,133,15,3136.67
"input/D/",9.6,37,177,2,1.9,907,133,119,336.97
"input/D/",7.8,8,36.6,2,3,1278,133,121,483.06
"input/D/",11.9,28,259.4,2,3.4,928,133,48,1005.21
"input/D/",10.5,50,203.6,1,4.1,285,133,87,140.23
"input/D/",9.2,46,347.9,1,3,284,133,73,185.62
"input/D/",7.9,27,274.9,1,3.9,315,133,89,151.69
"input/D/",6.9,39,298.3,1,3.9,298,133,70,207.86
"input/D/",7.4,16,86.9,2,3.4,1147,133,121,428.93
"input/D/",9.3,17,277.4,1,3.9,327,133,26,784.62
"input/D/",11.7,22,342.8,2,1.9,983,133,106,426.42
"input/D/",8.3,47,100.6,1,1.6,302,133,98,121.94
"input/D/",11.8,38,356,1,3,264,133,81,145.06
"input/D/",13.5,8,171.9,2,2.2,1770,133,121,686.36
"input/D/",12.2,32,139.1,1,2.6,299,133,90,140
"input/D/",9.5,44,352.9,1,5.1,291,133,78,171.79
"input/D/",8.2,22,43,1,1.3,331,133,99,134.34
"input/D/",12.7,45,55.5,2,2.5,642,133,121,220.25
"input/D/",7.2,20,289.8,1,2.2,307,133,18,1122.22
"input/D/",9,7,295.5,1,2.3,355,133,41,495.12
"input/D/",10.8,47,171.2,1,2.7,286,133,81,158.64
"input/D/",9.2,13,35.3,2,2.5,1207,133,121,453.72
"input/D/",6.8,51,62.8,2,3.9,845,133,121,304.13
"input/D/",12.5,27,36.9,1,0.1,285,133,92,127.17
"input/D/",9.1,44,210.8,2,0.2,913,133,121,332.23
"input/D/",8.5,44,238,2,2.2,881,133,121,319.01
"input/D/",11.7,22,305.2,2,5.4,1005,133,114,399.12
"input/D/",12.5,9,112.9,1,2.3,403,133,98,173.47
"input/D/",11.7,18,130,1,2.6,334,133,96,143.23
"input/D/",7,33,215.5,1,1.3,277,133,46,345.65
"input/D/",11.7,18,270,2,0.1,1132,133,112,464.73
"input/D/",13.2,13,246.6,1,0.6,365,133,74,236.49
"input/D/",10.9,20,298.8,1,3.2,306,133,57,285.09
"input/D/",12.4,40,163.3,2,2.6,814,133,121,291.32
"input/D/",12.7,15,267.1,1,0,330,133,53,336.79
"input/D/",11.6,55,22.9,2,4.5,683,133,121,237.19
"input/D/",8.6,8,202,2,2.2,1186,133,116,468.53
