"BehaviorSpace results (NetLogo 6.0.4)"
"/scratch/ws/0/s1426633-CAL/IPS-SPREADS-2-4-SA.nlogo"
"A"
"02/03/2021 15:32:07:854 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","seed","path-to-input","generations","[step]","perceptdist","moveangle","diffusionrate","swarming","winddirection","windspeed","meanenergy","beetle_percentsucc1","max_flightdist_inf1","max_distance_host1","mean_flightdist_inf1","mean_distance_host1","max_flightdist_all1","mean_flightdist_all1","mean_traveldist1","max_traveldist1","mean_airline1","max_airline1","nhost1"
"15","17","input/A/","1","4576","2.2","66.7","19","17","295.7","1.6","7.2","53.631456754815524","1745","86.02","28.21","13.54","1985","66.19980250518219","149.52805446212986","4049.9814216257973","90.86996979747835","1575.334427850757","152"
"17","17","input/A/","1","4230","4.4","44.5","2","14","345.1","0.3","9.6","29.202527668876687","1455","95.52","45.47","29.46","2455","85.04126820142827","164.65269538427822","4115.401169256545","90.46245703729713","1142.27251581583","85"
"16","17","input/A/","1","3230","5.3","24","18","9","245.2","4.8","8.4","54.233205284822084","2150","176.71","35.46","30.53","3315","106.70727757797799","262.2789838979838","6056.468014048658","185.40733232339892","1817.565763585973","166"
"22","17","input/A/","1","11974","1","82.4","0","51","16.4","0.1","8","32.03837378239241","3060","15.81","43.59","8.76","5550","143.22526989243613","155.06652455559708","5876.790385702527","50.16823390801135","996.106362715909","76"
"4","17","input/A/","1","4461","1","50.4","23","13","208.2","4.9","11.5","14.826492744896559","2490","171.17","150.51","77.47","5145","403.359986300543","702.3931274556362","7434.127612027787","349.6378031307854","1811.8197927717722","43"
"19","17","input/A/","1","8210","0.1","82.7","22","34","321.3","0.2","13.6","0.6597459945163119","2900","28.28","265.13","26.64","4700","277.78192812542034","412.0700503023855","6334.436159030588","153.559767358184","1568.7602429171225","2"
"13","17","input/A/","1","5275","4.6","77.7","7","18","213.9","0.6","10.6","21.37728822655488","1515","150","88.52","42.42","4385","322.71500997367133","615.2558626027162","6360.603752095641","313.5864884141789","1799.9154056198884","48"
"12","17","input/A/","1","12282","4.1","17.1","15","53","220.6","5","13","3.7452379586921083","3751.8","170.88","351.84","156.55","5255","404.83600375685575","897.6793102167585","10029.526913524196","575.3050961029935","1814.8571492800056","5"
"9","17","input/A/","1","7350","0","62.5","20","28","158.8","4.6","12.9","3.1233423921941","2985","375","422.07","202.32","5765","544.6939114632788","835.5094113715179","8324.302453573226","325.7065027983366","1898.2755845104575","7"
"21","17","input/A/","1","12006","0.3","17.9","9","52","150.7","2.8","8.1","9.16939199507147","2910","11.18","20.03","6.77","4700","269.39823702383393","407.674797890905","8331.344101093435","245.0754326311128","1898.8887293793275","11"
